"id","clinic_name_th","clinic_name_en","alias","xeomin_flag","belotero_flag","ulthera_flag","province","district","website","facebook","tel","latitude","longtitude","xeomin","x_beauty","belotero","skin_radiance","ulthera"
489,"ลูมิแนนท์ คลินิก","Luminance Clinic","ลูมิแนนท์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางเขน","http://Luminance.com","https://www.facebook.com/Luminanceclinic","02-234-0450",13.856685,100.643375,"Y","N","Y","N","N"
490,"ศูนย์แพทย์ผิวหนัง มศว.","Skin Center SWU","ศูนย์แพทย์ผิวหนัง มศว.","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://SkincenterSWU.com","https://www.facebook.com/SkinCenterSWU","02-259-4260",13.744622,100.5635193,"N","N","Y","N","N"
491,"มาเบล คลินิก","Mabel Clinic","มาเบล คลินิก","N","N","N","กรุงเทพมหานคร","เขตพญาไท","http://Mabelclinic.com","https://www.facebook.com/Mabelclinic","02-111-2018",13.8045447,100.6154121,"Y","N","Y","N","Y"
492,"สุรีย์พร คลินิก","Sureephorn Clinic","สุรีย์พร คลินิก","N","N","N","กรุงเทพมหานคร","เขตดินแดง","","https://www.facebook.com/%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%9E%E0%B8%A3-%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81-By-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%9B%E0%B8%B","098-6636956",13.7782618,100.5682216,"N","N","N","N","Y"
493,"จันทรัตน์คลินิก","Jantarat Clinic","จันทรัตน์คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.จันทรัตน์คลินิก.com","https://www.facebook.com/JantaratClinic/","02-3189160",13.75609,100.614004,"N","N","N","N","Y"
494,"ใจรักษ์ คลินิก","Jairuk Clinic","ใจรักษ์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตคันนายาว","","https://www.facebook.com/Jairukclinic/","062-848-7799",13.8108726,100.6887048,"Y","N","Y","N","N"
495,"อิสสวีร์ คลินิก สาขา รามอินทรา","Issavee Clinic @ Ramintra","อิสสวีร์ คลินิก สาขา รามอินทรา","N","N","N","กรุงเทพมหานคร","เขตคันนายาว","https://www.issaveeclinic.com/","https://www.facebook.com/issaveeclinic/","088-8525496",13.820478,100.668124,"Y","N","Y","N","N"
496,"จีเวล คลินิก","Jewel Clinic","จีเวล คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","","https://www.facebook.com/JewelClinic/","087-4466939",13.7346783,100.5808599,"Y","N","Y","N","N"
497,"ซุเพียเรีย เมดิคอล เซ็นเตอร์","Superior Medical Center","ซุเพียเรีย เมดิคอล เซ็นเตอร์","N","N","N","กรุงเทพมหานคร","เขตบางนา","","https://m.facebook.com/superiormedicalcenter","063-5656235",13.667528,100.641111,"N","N","Y","N","Y"
498,"ทีเอ็นซี คลินิก พหลโยธิน","TNC Clinic @ Phahon Yothin","ทีเอ็นซี คลินิก พหลโยธิน","N","N","N","กรุงเทพมหานคร","เขตพญาไท","http://TNCclinic.com","http://www.facebook.com/TNCclinic/","02-2793491",13.7790644,100.5472309,"N","N","N","N","Y"
501,"ซิม คลินิก","Sym Clinic","ซิม คลินิก","N","N","N","เชียงใหม่","เมืองเชียงใหม่","","https://www.facebook.com/SYMclinic/","065 352 4296",18.8115746,98.9786489,"Y","N","N","N","N"
503,"เฟซ เมดิคอล คลินิก","Face Medical Clinic","เฟซ เมดิคอล คลินิก","N","N","N","ลำปาง","เมืองลำปาง","","https://www.facebook.com/FaceMedicalClinicLampang/","062 296 9969",18.2830569,99.4891675,"Y","N","Y","Y","N"
504,"โซว์ คลินิก","So Clinic","โซว์ คลินิก","N","N","N","เชียงราย","แม่สาย","","https://www.facebook.com/soclinicmaesai/","092 426 2298",20.4156543,99.8853923,"N","N","Y","N","N"
505,"สกินดรีม คลินิก","SKIN Dream Clinic","สกินดรีม คลินิก","N","N","N","เชียงใหม่","เมืองเชียงใหม่","","https://www.facebook.com/Skindreamlasercenter/","091 141 9515",18.7569625,98.9925208,"Y","Y","Y","Y","Y"
506,"ด็อกเตอร์ อินสปาย อินเลิฟ อินดี้ คลินิก","Doctor InspireInLoveIndy Clinic","ด็อกเตอร์ อินสปาย อินเลิฟ อินดี้ คลินิก","N","N","N","กรุงเทพมหานคร","เขตภาษีเจริญ","","https://facebook.com/InspiredClinic/","061-821-6868",13.7093865,100.4521421,"Y","Y","Y","Y","N"
507,"มัททะสุดา เลเซอร์แอนด์สกิน คลินิก","Mattasuda Laser&Skin Clinic","มัททะสุดา เลเซอร์แอนด์สกิน คลินิก","N","N","N","กรุงเทพมหานคร","เขตตลิ่งชัน","","https://m.facebook.com/MattasudaClinic/","099 205 0555",13.767353,100.442586,"Y","N","N","N","Y"
508,"เฟิร์ส คลินิก","First Clinic","เฟิร์ส คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","https://www.firstclinic49.com","https://m.facebook.com/firstclinic49/","094 409 4449",13.7264818,100.5756062,"N","N","Y","N","N"
509,"ธราธร เมดิคอล คลินิก","Tharatorn Medical Center","ธราธร เมดิคอล คลินิก","N","N","N","กรุงเทพมหานคร","เขตจตุจักร","http://www.tharatornmedicalclinic.com/","https://m.facebook.com/tharatornclinic/","086-382-5962",13.8090867,100.56775,"N","N","Y","N","N"
510,"เวอร์ติคอล คลินิก","VERTICAL CLINIC","เวอร์ติคอล คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางรัก","","https://www.facebook.com/verticalclinic/","085 5562145",13.7246325,100.5291684,"Y","N","Y","Y","N"
511,"โรงพยาบาลศิริราชปิยะมหาการุญ","SIPH","โรงพยาบาลศิริราชปิยะมหาการุญ","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.siphhospital.com","",1474,13.7599266,100.4857927,"Y","N","N","N","N"
512,"บ้านคุณหมอคลินิก","Baankhunmor clinic","บ้านคุณหมอคลินิก","N","N","N","นครราชสีมา","เมืองนครราชสีมา","","https://www.facebook.com/Baankhunmorclinic/","061 6610185",15.0161696,102.1372409,"Y","Y","N","N","N"
514,"วีเดน คลินิก","Vden clinic","วีเดน คลินิก","N","N","N","ชลบุรี","เมืองชลบุรี","","https://www.facebook.com/Vdenclinic/","090 9692 617",13.3243978,100.9430849,"Y","N","Y","N","N"
515,"เดอะ วิช คลินิก(พัทยา)","The wish clinic","เดอะ วิช คลินิก(พัทยา)","N","N","N","ชลบุรี","บางละมุง","https://www.thewishclinicpty.com/","https://www.facebook.com/thewishclinicpattaya/","088 8743 999",12.9262899,100.8987513,"Y","Y","N","N","Y"
516,"บอนทูแคร์คลินิก","Bontcare clinic","บอนทูแคร์คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","https://th-th.facebook.com/skinbontcare/","02 214 4311",13.740045,100.525081,"Y","Y","Y","Y","N"
517,"รัสมิ์ภูมิ คลินิก สาขารัตนาธิเบศน์","Rassapoom clinic @Rattanathibet","รัสมิ์ภูมิ คลินิก สาขารัตนาธิเบศน์","N","N","N","นนทบุรี","เมืองนนทบุรี","http://www.rassapoom.com/","","02 4169282/095 12496",13.872864700000001,100.4613368,"N","N","N","N","Y"
518,"รัสมิ์ภูมิ คลินิก สาขาพระราม 2 ซอย 60","Rassapoom clinic @Rama 2","รัสมิ์ภูมิ คลินิก สาขาพระราม 2 ซอย 60","N","N","N","กรุงเทพมหานคร","เขตบางขุนเทียน","http://www.rassapoom.com","","02 4169282/095 12496",13.6542243,100.425105,"N","N","N","N","Y"
519,"รัสมิ์ภูมิ คลินิก สาขาเลียบด่วนรามอินทรา","Rassapoom clinic @Liab Duan Ramindra Express","รัสมิ์ภูมิ คลินิก สาขาเลียบด่วนรามอินทรา","N","N","N","กรุงเทพมหานคร","เขตบางเขน","http://www.rassapoom.com","","02 4169282/095 12496",13.8028889,100.612225,"N","N","N","N","Y"
521,"ด็อกเตอร์โพเมโล่คลินิก","Dr.pomelo Clinic","ด็อกเตอร์โพเมโล่คลินิก","N","N","N","กรุงเทพมหานคร","เขตประเวศ","","https://th-th.facebook.com/DrPomelo-Clinic-1484919985099317/","098 391 5464",13.676043,100.6443022,"Y","N","Y","N","N"
522,"ภัทรายุคลินิก","Patrayu Clinic","ภัทรายุคลินิก","N","N","N","สงขลา","หาดใหญ่","","https://www.facebook.com/patrayuclinic/","061 215 3599",13.773357,100.571486,"Y","N","N","N","N"
523,"เฟช ทู ทีช คลินิก","Face to teeth Clinic","เฟช ทู ทีช คลินิก","N","N","N","ภูเก็ต","เมืองภูเก็ต","","https://www.facebook.com/facetoteethclinic/","076-606622",7.8949381,98.2986112,"N","N","Y","N","N"
524,"สุภากาญจน์ คลินิก","Supa-kunn Clinic","สุภากาญจน์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางนา","","https://www.facebook.com/SupakunnClinic/","085-156-5136",13.657536499999999,100.6234645,"Y","Y","Y","N","N"
525,"แอล คลินิก สาขาในเมืองเชียงราย","Ell Clinic (Chiang Rai)","แอล คลินิก สาขาในเมืองเชียงราย","N","N","N","เชียงราย","เมืองเชียงราย","","https://www.facebook.com/elleclinique/","052 055 916",19.906545,99.828446,"Y","N","Y","Y","N"
526,"แอล คลินิก สาขาแม่สาย","Ell Clinic (Mae Sai)","แอล คลินิก สาขาแม่สาย","N","N","N","เชียงราย","แม่สาย","","https://www.facebook.com/elleclinique/","052 059 916",20.40405,99.885705,"Y","N","Y","Y","N"
527,"โรงพยาบาลโอเวอร์บรุค","Overbrook Hospital","โรงพยาบาลโอเวอร์บรุค","N","N","N","เชียงราย","เมืองเชียงราย","http://www.overbrook-hospital.com","","053 711 366",19.9118447,99.8291135,"Y","N","N","N","Y"
528,"ราชเทวี คลินิก สาขาลำปาง","Rajdhevee Clinic Lampang","ราชเทวี คลินิก สาขาลำปาง","N","N","N","ลำปาง","เมืองลำปาง","","https://www.facebook.com/rcClub/","054 218 679/054 218",18.453286,99.4339343,"Y","N","N","N","Y"
529,"พีบีเมด คลินิก","PB MED Clinic","พีบีเมด คลินิก","N","N","N","ขอนแก่น","เมืองขอนแก่น","","https://www.facebook.com/PB-Med-Clinic-277989849441105/","087 465 9656",16.4340965,102.8104961,"Y","N","Y","N","N"
530,"ธัญวรินทร์ คลินิก","Thanwarin Clinic","ธัญวรินทร์ คลินิก","N","N","N","อุบลราชธานี","เมืองอุบลราชธานี","","https://m.facebook.com/drann27/?locale2=th_TH","084 5432 175",15.2689577,104.8356206,"N","N","Y","N","N"
531,"คริสตัล คลินิก","Crystal Clinic","คริสตัล คลินิก","N","N","N","มหาสารคาม","เมืองมหาสารคาม","","https://m.facebook.com/Crystalclinic.m/?locale2=th_TH","043 722 248",16.1958473,103.2937207,"N","N","Y","N","N"
532,"คลินิกผิวหนังหมอชนนท์","Chanon Clinic Aesthetic Skin & Laser","คลินิกผิวหนังหมอชนนท์","N","N","N","ศรีสะเกษ","เมืองศรีสะเกษ","https://chanon-clinic.business.site","https://mobile.facebook.com/chanon.skin.clinic/reviews","045 611 331",15.1110222,104.3287951,"N","N","Y","N","N"
533,"กริตธาดา คลินิก","Kritthada Clinic","กริตธาดา คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางนา","","https://www.facebook.com/Kritthadaclinic/","098-271-7778",13.667759,100.6391535,"N","N","Y","N","N"
534,"พรีเว่ คลินิก","PRIVÉ by DR.TOY","พรีเว่ คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","https://www.facebook.com/privebydr.toy/","02-655-6146",13.745084,100.544223,"N","N","Y","N","N"
535,"ธนพร พรีวาโต คลินิก","Tanaporn Privato Clinic","ธนพร พรีวาโต คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","https://tanapornclinic.com/en/privato/","https://www.facebook.com/tanapornclinic","02-258-4050",13.7438912,100.5618199,"N","N","N","N","Y"
536,"พริวิเลจคลินิก สาขาทองหล่อ","Privilege Clinic @Thonglor","พริวิเลจคลินิก สาขาทองหล่อ","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.privilegeclinic.com/","https://www.facebook.com/privilegeclinic/","099-615-1599",13.7300642,100.5792273,"N","N","N","N","Y"
537,"อรัญญา คลินิก","Arunya Clinic","อรัญญา คลินิก","N","N","N","สมุทรปราการ","เมืองสมุทรปราการ","","https://www.facebook.com/ArunyaClinic.SP/","082-454-6353",13.6070517,100.7064551,"Y","N","Y","N","Y"
538,"ไลฟ์ คลินิก","Life Clinic","ไลฟ์ คลินิก","N","N","N","ชลบุรี","เมืองชลบุรี","","https://www.facebook.com/lifeskinclinic/","095-942-4922",13.356626,100.985352,"Y","N","Y","N","Y"
539,"ยู ดีไซร์ คลินิก","You Desire clinic","ยู ดีไซร์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตจตุจัตร","","https://www.facebook.com/youdesireclinic/","088-199-1626",13.840072,100.5803441,"Y","Y","Y","Y","N"
540,"มาร์สคลินิก","Mars Clinic","มาร์สคลินิก","N","N","N","กรุงเทพมหานคร","เขตจตุจัตร","","https://www.facebook.com/marsclinics/","098-892-6247",13.8331391,100.5713325,"N","N","Y","N","N"
542,"บีอาร์ คลินิก","br Clinic","บีอาร์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตหลักสี่","","https://m.facebook.com/brclinicbangkok/","090 552 2522",13.8946476,100.5575225,"Y","N","N","N","N"
543,"ด็อกเตอร์นภัส คลินิก","DR.NAPAS CLINIC","ด็อกเตอร์นภัส คลินิก","N","N","N","ปทุมธานี","ลำลูกกา","","https://m.facebook.com/dr.napas/","094 321 1555",13.9606904,100.6825881,"Y","Y","Y","N","N"
544,"เฟรช โค้ด คลินิก","Fresh code clinic","เฟรช โค้ด คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","","https://www.facebook.com/freshcodeclinic/","02-2532236",13.7425785,100.5541661,"N","N","Y","Y","N"
545,"บลอสซั้ม คลินิก สาขาอโศก","Blossom clinic Asoke","บลอสซั้ม คลินิก สาขาอโศก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","","https://www.facebook.com/blossomclinic/","095-2497914",13.7483208,100.5643666,"N","N","Y","Y","N"
546,"บลอสซั้ม คลินิก สาขามหาชัย","Blossom clinic Mahachai","บลอสซั้ม คลินิก สาขามหาชัย","N","N","N","สมุทรสาคร","เมืองสมุทรสาคร","","https://www.facebook.com/blossomclinic/","095-9058222",13.5733867,100.2723375,"N","N","Y","Y","N"
547,"บลอสซั้ม คลินิก สาขานครปฐม","Blossom clinic Nakornpathom","บลอสซั้ม คลินิก สาขานครปฐม","N","N","N","นครปฐม","เมืองนครปฐม","","https://www.facebook.com/blossomclinic/","097-0070575",13.8143553,100.0417802,"N","N","Y","Y","N"
548,"บลอสซั้ม คลินิก สาขาศาลายา","Blossom clinic Salaya","บลอสซั้ม คลินิก สาขาศาลายา","N","N","N","นครปฐม","พุทธมณฑล","","https://www.facebook.com/blossomclinic/","095-4721590",13.799614,100.3273255,"N","N","Y","Y","N"
549,"บลอสซั้ม คลินิก สาขาบางนา","Blossom clinic Bangna","บลอสซั้ม คลินิก สาขาบางนา","N","N","N","กรุงเทพมหานคร","เขตบางนา","","https://www.facebook.com/blossomclinic/","094-2428951",13.667185,100.682823,"N","N","Y","Y","N"
550,"ไอสกาย เซ็นเตอร์สาขาไฟฉาย","Isky center Faichai","ไอสกาย เซ็นเตอร์สาขาไฟฉาย","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.iskycenter.com/","https://www.facebook.com/iSKYcenter/","02-4095194",13.7560396,100.4699384,"Y","Y","Y","Y","Y"
551,"โรงพยาบาลสมิติเวช ศรีราชา","Samitivej Sriracha Hospital","โรงพยาบาลสมิติเวช ศรีราชา","N","N","N","ชลบุรี","ศรีราชา","https://www.samitivejhospitals.com/th/สมิติเวชศรีราชา/","https://www.facebook.com/samitivej.sriracha/","038320300",13.1790413,100.9289205,"Y","N","N","N","N"
552,"โรงพยาบาลเวชศาสตร์เขตร้อน","Hospital for Tropical diseases","โรงพยาบาลเวชศาสตร์เขตร้อน","N","N","N","กรุงเทพมหานคร","เขตราชเทวี","http://www.tm.mahidol.ac.th/hospital/index-th.php","https://m.facebook.com/tmhospital","023069199",13.7657804,100.5333703,"Y","N","N","N","N"
553,"เคพีเอส คลินิก สาขาชิดลม","KPS Clinic Chidlom","เคพีเอส คลินิก สาขาชิดลม","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","https://kpsclinic.com/","https://m.facebook.com/kpsclinicth/","022522824",13.746355,100.544488,"Y","N","N","N","N"
554,"เคพีเอส คลินิก สาขาศรีนครินทร์ 42","KPS Clinic Srinakharin42","เคพีเอส คลินิก สาขาศรีนครินทร์ 42","N","N","N","กรุงเทพมหานคร","เขตประเวศ","https://kpsclinic.com/","https://m.facebook.com/kpsclinicth/","0972423294",13.691437,100.646211,"Y","N","N","N","N"
555,"นิวพี คลินิก สาขาชิดลม","New P Clinic @ Chidlom","นิวพี คลินิก สาขาชิดลม","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","https://m.facebook.com/New-P-Clinic-201820779983003/","0629249987",13.7413734,100.549933,"Y","N","Y","N","N"
557,"ชริสมาร์ คลินิก","Charismma Clinic","ชริสมาร์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.charismmaclinic.com","https://www.facebook.com/charismmaclinic/","022588754",13.7408373,100.5621334,"Y","N","Y","N","N"
558,"ด็อกเตอร์เซน คลินิก","Dr.Zen Clinic","ด็อกเตอร์เซน คลินิก","N","N","N","กรุงเทพมหานคร","เขตธนบุรี","","https://www.facebook.com/DoctorZenClinic","0903262424",13.7053692,100.4912691,"N","N","Y","Y","N"
559,"นครา คลินิก","Nakara Clinic","นครา คลินิก","N","N","N","นครสวรรค์","เมืองนครสวรรค์","http://nakaraclinic.com","http://www.facebook.com/nakaraclinic/","093-191-4499",15.7101196,100.1362764,"N","N","N","N","Y"
560,"เอมม่า คลินิกเวชกรรม","Emma Clinic","เอมม่า คลินิกเวชกรรม","N","N","N","สมุทรปราการ","เมืองสมุทรปราการ","http://Emmaclinic.com","http://www.facebook.com/emmaclinic/","063-235-9094",13.5666647,100.6697329,"N","N","N","N","Y"
561,"เดอะ โคโค่ คลินิก","The Coco Clinic","เดอะ โคโค่ คลินิก","N","N","N","เชียงใหม่","เมืองเชียงใหม่","","https://www.facebook.com/thecococlinic/","082 775 5858/052 000",13.8098404,100.4489096,"N","N","Y","N","N"
562,"เอเจนคลินิก","A-GEN Clinic","เอเจนคลินิก","N","N","N","เชียงใหม่","เมืองเชียงใหม่","","https://www.facebook.com/agenclinic/","095 929 5296",18.8061454,98.9804284,"Y","Y","Y","Y","N"
563,"เอส125 คลินิก","S125 Clinic","เอส125 คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","","https://www.facebook.com/S125-Clinic-857043501086647/","02-392-0392",13.730791,100.5818205,"Y","N","Y","N","N"
564,"อิสสวีร์ คลินิก สาขา อารีย์","Issavee Clinic @ Ari","อิสสวีร์ คลินิก สาขา อารีย์","N","N","N","กรุงเทพมหานคร","เขตพญาไท","https://www.issaveeclinic.com/","https://www.facebook.com/issaveeclinic/","094-646-5196",13.782821,100.546221,"Y","N","Y","N","N"
565,"ปิยะวัฒน์ คลินิก","Piyawat Clinic","ปิยะวัฒน์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.piyawatclinic.com/","https://www.facebook.com/piyawatclinic/","081-7352600",13.7385614,100.5814339,"N","N","Y","N","Y"
566,"แอ็บเมดิค  เวลเนส เซ็นเตอร์","ABSMEDiQ Wellness Center","แอ็บเมดิค  เวลเนส เซ็นเตอร์","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","","https://www.facebook.com/ABSMEDiQ/","081-928-2806",13.7402898,100.5491304,"Y","N","N","N","N"
567,"พงศ์ศักดิ์คลินิก สาขา ฟิวเจอร์ปาร์ค รังสิต","PONGSAK CLINIC @ FUTURE PARK RANGSIT","พงศ์ศักดิ์คลินิก สาขา ฟิวเจอร์ปาร์ค รังสิต","N","N","N","ปทุมธานี","ธัญบุรี","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7197",13.9891667,100.6180717,"Y","Y","Y","Y","Y"
568,"พงศ์ศักดิ์คลินิก สาขา นครปฐม","PONGSAK CLINIC @ NAKORNPATHOM","พงศ์ศักดิ์คลินิก สาขา นครปฐม","N","N","N","นครปฐม","เมืองนครปฐม","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7195",13.8172225,100.0568392,"Y","Y","Y","Y","Y"
569,"พงศ์ศักดิ์คลินิก สาขา เซนทรัลชลบุรี","PONGSAK CLINIC @ CENTRAL CHONBURI","พงศ์ศักดิ์คลินิก สาขา เซนทรัลชลบุรี","N","N","N","ชลบุรี","เมืองชลบุรี","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7192",13.336173,100.9694589,"Y","Y","Y","Y","Y"
570,"พงศ์ศักดิ์คลินิก สาขา ศรีราชา","PONGSAK CLINIC @ SRIRACHA","พงศ์ศักดิ์คลินิก สาขา ศรีราชา","N","N","N","ชลบุรี","ศรีราชา","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7191",13.1688994,100.9300104,"Y","Y","Y","Y","Y"
571,"พงศ์ศักดิ์คลินิก สาขา สัตหีบ","PONGSAK CLINIC @ SATAHIP","พงศ์ศักดิ์คลินิก สาขา สัตหีบ","N","N","N","ชลบุรี","สัตหีบ","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7190",12.663147,100.899499,"Y","Y","Y","Y","Y"
572,"พงศ์ศักดิ์คลินิก สาขา ระยอง","PONGSAK CLINIC @ RAYONG","พงศ์ศักดิ์คลินิก สาขา ระยอง","N","N","N","ระยอง","เมืองระยอง","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7189",12.6814137,101.2780608,"Y","Y","Y","Y","Y"
573,"พงศ์ศักดิ์คลินิก สาขา หัวหิน","PONGSAK CLINIC @ HUAHIN MARKET VILLAGE","พงศ์ศักดิ์คลินิก สาขา หัวหิน","N","N","N","ประจวบคีรีขันธ์","หัวหิน","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","095-205-7194",12.557563,99.960082,"Y","Y","Y","Y","Y"
574,"พงศ์ศักดิ์คลินิก สาขา หาดใหญ่","PONGSAK CLINIC @ HATYAI","พงศ์ศักดิ์คลินิก สาขา หาดใหญ่","N","N","N","สงขลา","หาดใหญ่","http://www.pongsak-clinic.com/home","https://www.facebook.com/pongsakclinic/","088-792-3277",7.02697,100.469647,"Y","Y","Y","Y","Y"
575,"เอสวีเจคลินิก สาขาปิ่นเกล้า","SVJ Clinic Pinklao","เอสวีเจคลินิก สาขาปิ่นเกล้า","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.svjclinic.com/","https://www.facebook.com/svjclinic/","02 4343838",13.779976,100.475382,"N","N","N","N","Y"
576,"เซ็นต์ ทองหล่อ คลินิก","Saint thonglor Clinic","เซ็นต์ ทองหล่อ คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.saintthonglorclinic.com","https://www.facebook.com/saintthonglorclinic/","02 1305163",13.732247,100.582242,"Y","N","N","N","N"
578,"วรรณวรินธ์ คลินิก","Vanvarin clinic","วรรณวรินธ์ คลินิก","N","N","N","สุรินทร์","เมืองสุรินทร์","http://www.vanvarin.com","https://www.facebook.com/vanvarinClinic/","0918289292",14.8879527,103.4999451,"N","N","Y","N","Y"
579,"รพ.ธนบุรี บำรุงเมือง","Thonburi Bamrungmuang hospital","รพ.ธนบุรี บำรุงเมือง","N","N","N","กรุงเทพมหานคร","เขตป้อมปราบศัตรูพ่าย","","","022207999",13.7505521,100.5143579,"N","N","N","N","Y"
580,"วินเซนต์ คลินิก สาขา อมตะนคร","Vincent Clinic @ Amatanakhon","วินเซนต์ คลินิก สาขา อมตะนคร","N","N","N","ชลบุรี","เมืองชลบุรี","","https://m.facebook.com/Vincent-Clinic-วินเซนต์คลินิก","097-098-1408",13.4138297,101.0436717,"Y","Y","Y","Y","Y"
581,"วินเซนต์ คลินิก สาขา สะพานสี่-บ่อวิน","Vincent Clinic @ Sapan4-bowin","วินเซนต์ คลินิก สาขา สะพานสี่-บ่อวิน","N","N","N","ระยอง","ปลวกแดง","","https://m.facebook.com/Vincent-Clinic-วินเซนต์คลินิก","064-296-8416",14.976684,102.111471,"Y","Y","Y","Y","Y"
582,"สิริน คลินิก","Sirin Clinic","สิริน คลินิก","N","N","N","กรุงเทพมหานคร","เขตประเวศ","","https://www.facebook.com/sirinclinic/","02-075-5722",13.717949,100.702617,"Y","N","Y","N","N"
583,"เอ็มเอสซี คลินิก","MSC Clinic","เอ็มเอสซี คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางเขน","","https://th-th.facebook.com/MSCCLINIC.THAILAND/","090 097 5888",13.7792055,100.6205003,"N","N","Y","N","N"
584,"ออร่า เมดิเพล็กซ์","AURA Mediplex","ออร่า เมดิเพล็กซ์","N","N","N","ภูเก็ต","เมืองภูเก็ต","https://auramediplex.com","https://m.facebook.com/auramediplex/","076-619-799",7.8781503,98.3934842,"Y","N","Y","N","N"
585,"เฮอร์ทิจูดคลินิก สาขา เกษรวิลเลจ","Hertitude Clinic @ Gaysorn Village","เฮอร์ทิจูดคลินิก สาขา เกษรวิลเลจ","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.hertitude.com/","https://www.facebook.com/Hertitudeclinic/","086-341-9007",13.7464409,100.5445083,"Y","N","Y","N","Y"
586,"เฮอร์ทิจูดคลินิก สาขา เดอะคริสตัล รามอินทรา","Hertitude Clinic @ The Crystal Ramintra","เฮอร์ทิจูดคลินิก สาขา เดอะคริสตัล รามอินทรา","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.hertitude.com/","https://www.facebook.com/Hertitudeclinic/","086-336-3342",13.8111493,100.6185865,"Y","N","Y","N","Y"
589,"ด็อกเตอร์โทนี่คลินิก สาขา เดอะคริสตัล รามอินทรา","Doctor Tony Beauty Expert @ The Crystal Ramintra","ด็อกเตอร์โทนี่คลินิก สาขา เดอะคริสตัล รามอินทรา","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","http://www.doctortonyclinic.com/","https://www.facebook.com/dr.tonybeautyexpert/","087 999 6169",13.8113412,100.6187237,"Y","N","Y","N","Y"
590,"ไคพริส คลินิก","Kypris Clinic","ไคพริส คลินิก","N","N","N","กรุงเทพมหานคร","เขตลาดพร้าว","","https://m.facebook.com/kyprisclinic/","02-853-3919",13.8062415,100.6077627,"Y","N","Y","N","N"
591,"ซิมพลิ คลินิก","Simply Clinic","ซิมพลิ คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางกอกน้อย","http://www.simplyclinics.com/","https://m.facebook.com/simplyclinic/","063 980 8333",13.7779899,100.4760295,"Y","N","N","N","N"
593,"หมอบิ๊กโคราช","Dr.Big Aesthetic clinic","หมอบิ๊กโคราช","N","N","N","นครราชสีมา","เมืองนครราชสีมา","","https://www.facebook.com/dr.bigclinic/","098 6539889",14.9913552,102.1208422,"Y","Y","Y","Y","N"
594,"รพ.สุขุมวิท","Sukumvit hospital","รพ.สุขุมวิท","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.sukumvithospital.com","","02-3910011",13.7189827,100.5870333,"Y","N","N","N","N"
